Ambient_Temp,CPU_Usage_%,CPU_Temp
24.908208556203622,13,51.77036569971102
23.405713385076602,84,87.5223706340101
19.391009770739206,25,61.37475451382562
18.038654819865215,68,60.99658409555154
23.70822999918384,10,52.81969081938845
22.94800140693332,67,71.74993343377886
23.10305017628691,18,51.929038228747615
23.39889242680162,100,90.85555499619647
18.518312562138632,86,73.50762259244995
20.509260099809907,34,55.73126688813954
18.811083416675906,8,44.932725621884614
24.041723981129156,40,62.98307243547213
22.363086887792903,83,74.16785323029086
20.316286173968543,42,65.15907593299961
18.444908452002167,41,63.7765448349406
20.176876252009635,6,48.330344450087644
20.27628325418723,52,63.24877664991335
23.107243248366448,26,54.60263821639084
22.462902299486494,64,69.03738244475156
24.210489198034285,98,100.0394688628047
21.305504476133645,59,73.85579687919359
18.837159721568113,56,60.804041272965044
22.992713510560964,59,72.01474534985886
23.325495340318284,70,74.17791928288513
21.928940382986475,33,62.43373034036522
23.396770259681926,53,71.99361982556503
21.456569174550737,22,59.965931278988236
21.65912980567396,21,50.13817347349777
20.992787128509846,70,73.71502104740246
18.177933887208667,70,61.070785739862764
18.755239988953132,4,37.81958648459953
18.22000429980714,94,83.88450934256446
22.454872878846462,75,72.19242849758912
20.200491867534286,62,64.83604625080187
21.559994838152917,62,70.63060343303326
24.35296531748265,94,90.29736353521187
19.745045604042126,95,76.38992074568006
20.87268046124941,24,37.24317240969887
23.28885796980134,55,65.59551335304404
19.601587158441358,9,53.15004497989382
18.53885936880155,3,45.16230649764623
20.028260170396376,31,63.05328622341172
19.12854901077803,40,53.29517810227015
24.50788356639801,36,55.612478941357324
23.656842656950918,24,60.3009539515788
22.433826295572963,95,86.12070524311278
24.10022413131402,6,52.848040559463115
23.625704538293803,66,79.4158286592054
19.305990412202252,84,78.87561311420401
24.247912989429842,92,87.92558355301772
21.775395693409557,75,79.70550990109717
23.65208108614844,4,52.49458046431326
24.272639099464453,79,85.01439657794437
20.22602432480305,6,51.713833313656565
18.770363471693738,94,87.78288017223706
19.59554613779359,51,60.66869874083391
20.989754520383794,62,72.3905159615143
23.72610336145745,57,69.41970719076245
24.025114082794403,66,71.06234196295695
18.048664913718333,79,69.81069629106017
21.57523111804296,75,78.36505492945918
20.921877022041453,8,50.39751520037975
19.55475467329511,26,55.86776575414632
18.83905757133578,51,61.87830084775627
20.363306199825395,45,62.45304119568252
24.600367927387634,44,71.2092049922454
20.262420524145288,5,38.867939330727815
21.631534352203563,70,74.0810517147872
22.921132712266246,26,58.35513999535344
20.545407216655057,68,75.62101000537432
24.802474579046724,19,50.611727435141944
24.737131064594777,84,90.76022600510079
19.76247607077755,97,83.58312340707562
21.4807395412467,20,55.10979018297072
20.10614816871739,12,46.920479015799735
19.993883460642273,47,65.48277192675495
18.25820863148173,1,42.5496206091936
22.266950337859278,90,88.76525012596346
21.51875316260203,14,44.21503255480436
18.360351258749926,64,68.51015065995244
19.95052524965628,38,61.18319204147467
24.357861201766575,37,63.09757147030442
19.67693323466881,11,45.98899076506734
19.014264104638563,100,81.00233053072273
21.42616932194294,77,77.38459953317067
24.899553178774205,3,42.02966930962552
19.694386900580504,33,61.65833908601275
22.70494883184115,6,47.24527925973013
23.331337307301023,50,68.63661825559514
19.663462807946797,10,49.431666703476495
23.097514440283017,5,47.08799039177484
20.57448192903477,23,53.234186279846746
22.426140814155055,10,40.73516777385855
22.434707975326262,44,68.18226760705687
21.75042278852331,2,52.30085234783879
18.632028390380857,13,39.053466308763255
23.847117469124665,40,62.58407657946829
20.24546045480215,2,38.94520565455851
19.305629572798978,84,75.87805387992175
18.285425990883347,65,71.18569286266482
22.136250602317695,63,76.70004521906435
22.742950532895975,73,82.10080658660942
18.116114802494995,17,55.09205688645506
21.584651408094967,9,48.38951779743613
19.585470426385566,75,67.7677713679955
22.51620953286615,15,52.44649993789954
19.22056500303494,24,55.83101551515981
22.83656416671726,38,56.467578095456425
20.707147424103763,35,67.14926167616572
24.557109921157142,94,91.55797459919027
18.962646609021952,95,79.7223400886697
20.38746445735181,49,60.51059769676597
18.794314648684125,69,66.80757217285773
24.47285532794994,62,74.5384574625407
24.14137547366687,60,71.82263755474848
19.80559139400609,50,68.51922344922043
22.619888322239255,78,76.62898684517396
23.72055540140851,75,80.99217553474767
21.886405681196237,9,49.719062396561135
21.707554048492046,34,60.99741164517581
19.69296603630316,76,72.88127706558188
18.651719374641296,99,85.52064095581767
24.28051030567329,35,66.74931276825833
24.302926400143313,1,51.86315680928269
22.431710200912875,40,65.95562387684298
20.373208537340904,64,65.32600635709382
20.444467022288627,22,54.94958924129125
23.081689752091677,60,77.94403653994769
24.27977181966804,64,77.19274901869913
24.20960496985582,93,81.09793844981938
23.459128821003368,72,76.70212203695863
22.494221523080014,11,53.26795551939456
18.58897975496534,14,44.119778121466865
19.131400998662297,60,60.16632521477799
24.289879319689554,30,59.567365841444825
22.24500341761713,35,56.98984206130204
18.06437936131641,85,75.60581007662984
18.710300800062225,37,49.295337722593224
22.644512383756393,5,51.99692017318845
18.03543108692353,83,71.66949212784147
19.12565635992249,78,79.12954881531377
21.841136525566103,26,55.22486963169743
22.843266383848853,62,72.08497442869619
22.563728816518204,4,47.811300186337256
19.56988516622392,89,75.64306374896735
22.985254549432753,42,76.7437027706826
19.6607436124776,89,76.7135614449367
20.277797887114875,18,56.65096507686615
23.22543983582617,40,58.402383072674425
22.547430293330503,72,77.7175733074624
23.944563873459245,39,66.72783746781028
22.603290246102404,14,52.60306340983224
21.9781602233483,32,56.318768669820095
18.655723374796647,51,61.47025853668616
20.574010621416036,38,57.87236523583364
19.85641657377208,97,94.63783129770378
19.707927503653586,23,52.736497557160206
24.81107388326712,63,77.59773255324029
20.751684072667324,15,59.81014633932763
24.244325886239793,97,83.51159772361686
22.41797038198084,25,57.0898656242167
23.56367912479154,17,53.730484291342904
21.518459651736343,97,84.1914593546668
22.038327192384514,66,71.95093279527399
21.447623856732047,78,73.27776319992738
19.36670091458631,53,65.41709252248674
23.057164806830535,51,62.75543388111613
19.96540653708599,39,64.50290153104828
18.170211765020177,51,65.32080315129723
22.518306071350175,70,72.55465320380013
19.239774755849343,6,43.26281310014991
24.583210090470402,67,77.67740492030575
24.677500039018113,7,48.420273468790825
24.40405073154314,51,78.74476149852613
20.59111090178811,72,75.29896172560457
18.108196315702074,42,60.49615133576088
24.49822993811408,64,78.40510132752333
20.9972890382212,15,48.29943047551509
24.766583733305687,29,66.7649503888907
24.74533983962477,33,63.46707463862705
23.97106618827152,94,91.11600678091997
20.0611422444871,27,53.88360506054287
20.695684100213477,36,65.82121205391209
23.957956700618,29,62.35626617586554
20.218454036093945,38,70.37467996419818
19.186449226802647,57,63.97613098805203
21.897608837208452,97,86.09987758510388
24.553083419125468,27,55.105818868599776
22.87220857672481,55,66.80015910433866
21.990428190625554,33,62.681946567990195
18.68023545639538,68,75.26290473537196
22.30505058689419,86,95.99111246287663
24.930376950729844,66,75.83330780775971
18.980588106655667,10,42.11063868975881
21.628307566546155,5,51.72059788174159
24.14161150349569,74,72.93079770168829
23.185380324279432,97,89.443843329269
22.879110186966876,38,60.143653643389634
22.917388587909766,13,53.75884115739369
20.516438058538284,31,62.474956181069274
20.055142909851455,47,62.312504346418265
23.665528088349596,100,93.06302912766262
23.670793762754265,88,87.97074525840085
24.069506230060725,52,60.3617498345274
24.3926838678953,56,67.1632169112965
21.579396792026564,15,44.086241843454516
21.510614062810397,29,67.42142238802315
23.588066252767426,8,50.97871987613427
22.549747515444356,5,57.96384308336644
22.913768140803924,29,50.93176036625479
23.570548686052707,47,64.22081630052062
24.230037392722963,68,80.27853608009742
20.36596609796075,76,75.73553233968632
20.62908066847961,45,65.41919626624282
18.657873578886083,2,36.92040712569702
22.047960986973216,27,64.14157064876251
18.251595916577195,95,83.78699557867908
21.259186126927222,36,61.91915087977004
21.798512442953037,36,57.13016352613461
20.005788764897993,26,56.02594715590732
22.135832823983076,43,62.30554949381224
18.213501749573346,27,44.4037460492992
18.2614373212445,69,69.26161052688596
23.758203924617607,20,55.7261927184285
20.52133448987884,11,54.33760893723021
18.889423588563194,74,61.095176094704826
21.65570282038363,38,62.362842528733864
23.389954871690275,6,44.69010560549974
19.5107471924779,72,73.80901334195123
22.360233330733003,23,57.90368027476613
18.597432254956377,47,60.682694820296696
18.361772048180253,90,82.07059208187172
21.719482420977037,46,58.23454860967395
21.784445851270746,12,56.4799372729334
22.462009310487446,90,79.41401684161423
23.08263933605863,13,45.11967395082088
24.830964556237742,62,73.23517761498624
21.614102438108368,82,68.26113531233011
20.260695310588723,89,81.18370383393749
23.566303363380925,97,85.783311823156
19.89582575883452,60,74.04342551748161
21.072799944939455,43,65.73198098646232
18.549194669395863,76,65.69905191733498
18.177455203908202,100,77.62100878910042
24.738538902745475,68,79.48956878596562
23.851860843585442,5,54.857628062227704
22.871819442655884,37,68.35868790562147
20.86267061089989,72,79.90775115960662
19.21306024049592,92,79.40805923735559
19.095059298697603,31,57.12734926969297
19.75170028715217,9,53.79573286430159
21.844586652942844,51,65.09696167385168
23.002171458900435,29,61.10123668538114
22.62138163702412,78,76.71125406603068
19.9595372786216,40,57.19670416201878
24.68405696464236,41,66.26279394899986
23.16527841687038,86,78.7606168435465
21.880478367579805,11,50.00199417724702
22.282045223640466,23,50.76367994570789
20.93720043699453,1,44.574668588481536
19.7341169265081,46,64.32289177988903
20.49180875055883,21,50.046352819636624
23.304922773250585,90,84.01236609055528
18.10075442040829,36,56.81761827259626
18.812508483548413,54,66.43768463936478
18.322018494152267,87,76.11852298645665
18.28510161623279,57,70.17145364881837
23.98822408807705,1,38.68127459843287
22.925605015660167,63,87.39949025463108
21.319216803611276,54,62.82739134414596
18.684839124557012,55,66.43875706623881
21.441311125817826,40,57.03723379995215
21.31430239546396,15,54.79850367210326
19.212413089370106,21,52.837741470218766
21.03696154466581,47,60.79078616687353
20.789533140781614,73,79.5128764959895
22.310950686365516,53,67.153336425629
22.445655556073508,9,53.270866357573226
18.317128068404312,74,66.99475465610499
20.6222883023853,52,65.39230778500446
22.381019409999656,57,79.6742596279101
21.521953810060616,26,61.04117221764339
23.995428888318255,41,66.73261844323716
22.610855421332616,35,58.888422367550156
19.140540989570006,63,68.50614186685905
18.49398123180301,25,53.180607429025514
22.49693494744421,90,85.24246411153177
18.185579173791353,75,66.4393924676613
22.100429068914245,38,65.06255468740892
24.581611689974704,2,44.849968536496384
22.02831924513115,7,57.38961235556674
20.717189483445654,82,73.80248576805039
22.50301752909647,91,84.88676263329664
21.207770233440616,34,64.07503714651884
21.819317525211545,91,81.3212808129316
24.590253661435675,17,58.0113044892221
20.702718464605418,43,69.21916990347675
24.7283339467674,59,76.09601567558721
24.337454493692448,51,71.38269854080269
19.370537943525076,54,56.42071855812778
18.485529106126158,24,47.11402366365028
18.705446009641985,25,57.681135849820436
18.127552779560848,71,73.00281486217993
18.661100725291497,52,66.80065223927517
22.7810474139145,70,78.51424155777188
18.498320539221602,88,83.8467672889428
20.23282941205633,33,56.17239566969198
23.91412717678618,49,68.89945240608992
18.16290355015078,29,48.25211259453552
23.70127937812255,63,67.25142233656518
19.9729834234138,22,44.54887653015627
18.827153793351595,26,48.56676705702268
22.877160157549056,28,66.41540126650708
22.40259992745919,85,73.11948457387084
24.142304094689372,49,67.05308498574125
23.1454973066272,71,69.70887014972185
23.62436651269394,81,77.74437000021592
19.974242007999145,84,78.41755937135906
19.24207680645806,49,59.189912801724624
23.254303261486008,20,61.353488238865516
23.64784317487085,86,90.44730241409286
24.933535994004714,92,75.47476455252597
20.888323738379984,63,66.85102683430037
20.60412660054948,61,69.4206625320215
23.434890725193977,49,73.35245400030968
20.385624781771124,71,70.59152836235904
24.515301279224953,1,49.71868455884089
24.008889262901082,96,81.42694599022155
21.00295819162513,13,42.73957056863843
23.256097474540482,94,92.73424041736325
23.281800118592777,87,73.61781077284664
18.721867081851528,51,74.50933554032966
24.317870346756965,56,75.20720141301706
21.536766607135,83,82.44398530614578
23.78520226275419,62,76.21958605277717
20.24034720721428,32,55.824988208652314
24.2686625994734,30,63.08281776787243
20.724411751139144,29,55.524810662444594
18.075863560362087,49,64.05640265463691
24.337673834934847,45,67.03677596737823
18.639006737502935,93,74.81506716949485
20.235195463132904,30,51.929371474450704
24.650433769355637,16,51.059158646764246
24.654250028562892,40,70.43960369394702
22.014065216863003,19,50.92964519794011
22.422860485188593,18,44.54691677680201
21.13911865384824,1,47.75113571386191
20.05247540188645,78,82.83555829521164
20.30065181758941,47,67.02619812699493
22.70762919253927,66,70.63253720493856
23.26662170606376,92,76.78588746930107
23.54105330608094,94,85.17792345050958
23.52732699956188,38,62.6366730089907
18.638442721340834,51,57.92013321404018
21.46094213291807,63,73.70831707071437
18.40291132011651,4,52.916626088292176
21.84670217626615,1,47.7274561988108
21.09071350961364,8,49.311237246530595
24.213929279308097,29,55.97057489100061
20.45640508786455,55,73.53475962073932
18.81946911499324,3,43.4076421039418
19.00094177436985,32,52.70631385327297
23.330574422022305,10,52.315131274684845
22.327526443213827,74,78.75283839808964
18.70785873285953,83,76.34550752265596
18.588747642804982,34,61.93726414971894
22.90678392021384,97,88.20799846699093
18.509341044549355,87,75.59150019904655
23.753020415032495,55,72.50958557967344
22.943695590095473,92,86.83062021374437
18.5694414644933,32,48.60145016107275
18.593863998596344,50,68.05973543963418
24.90647704950823,7,51.18325236260308
20.619895570292844,93,80.56725856682426
20.594495029468238,8,51.67027397074161
23.68959697080252,65,78.16334248626093
24.630740041687012,57,68.85272965569398
24.902007446760095,67,80.69691702684054
23.27364729681259,88,80.3261359987275
20.63381709871641,87,88.65844575195297
18.58450501689068,59,61.76043611394
23.440028411492058,72,78.12542140231996
21.908829748150637,54,63.98050751324273
20.969554064728833,67,83.07694302334997
24.34448069566315,51,63.42427211436021
18.77838237614306,97,83.95587258763624
21.448375730036012,92,78.86349880365422
18.079475513371932,8,43.124832408806384
21.280624493958882,34,61.40443856147654
18.394122929772863,35,62.19586970385815
18.831725413876505,96,89.11505330814704
18.822683727439735,88,70.10248067279608
22.544472114812443,78,79.59212265959725
23.222314154857962,32,67.96424500274716
22.083581355680117,46,56.473742933006434
24.735207839321795,16,57.65416687746039
20.62409405666593,68,71.93849388089819
19.999984603973026,37,60.87269059666657
24.08019389732622,54,66.6347125501591
19.56517086963617,85,70.3001109024962
24.74255777608428,14,45.725537205406006
18.085081322828714,95,84.58401735470497
24.789151786953475,55,77.26722782676094
18.302119383654034,48,62.675970005364775
24.238001795886497,82,79.21486040662332
21.6939077636041,7,40.717459848996185
24.950753572835104,74,82.35763159992725
18.516575953147793,7,39.51599472959393
21.876979990809247,33,55.89588286516841
24.785117749333693,23,56.009320901386836
21.66168490919104,85,79.00634576254441
22.40579046694684,19,50.691746324292964
22.87024082289232,19,55.2115828424323
21.18178745337441,36,56.70905344151734
22.392906560588443,29,61.97835319690225
22.090200183461704,60,75.66355479009432
24.308106073436925,82,82.5124406682665
18.318124662390204,2,45.09488127177376
19.966742327145614,1,54.94937054070419
24.652880388535912,47,62.52044018193651
24.231846487236414,69,70.51087527828318
21.18959726949999,20,56.90250622728436
22.340928184610757,11,60.941828009106736
19.94166828086793,2,43.4275091273479
19.31684811806633,67,78.6143869527734
21.245888834579876,87,80.77723519546329
20.47346559618237,12,45.963722305223435
22.085592782956105,20,49.54924939635881
18.544142458754894,5,47.40003887493981
24.820763653663164,37,60.010121045482315
24.903475211357218,38,65.4905544674638
22.887131998138216,94,92.98188352468634
21.752674564408842,9,48.16930751293376
20.166693314004295,98,89.97007935002465
23.69656513794864,53,63.56316071690634
22.793118207877157,44,62.28219634286859
19.13831857541424,99,75.5302621594225
24.376490291456896,86,84.01677212961506
23.757760700462182,24,62.009703739137535
24.64859939304347,81,82.3542547096831
23.08003655871852,74,83.43129417031298
22.293906371550527,30,55.006791442714984
20.927701254034332,59,69.83995527328653
24.52909938347809,87,81.59757264210442
24.062447226502858,96,89.0833195989217
18.316530690743328,81,76.89851705995413
18.184568821480763,81,77.13346238569723
20.635243568146347,14,45.0093205905976
23.673873315472832,9,47.559917469634556
24.91093290520461,40,62.37168094528958
19.052918237724697,66,68.06909814593665
22.158915007464948,25,57.02663002999009
20.66623599641715,73,77.53992880498396
24.789400784702224,22,54.30678744494651
23.89483246194996,4,42.26870246583119
23.868300932977967,26,69.82067693560751
21.28085211856479,58,63.07975743901561
20.903736516363658,29,60.86610243461415
19.913849503514943,98,83.2529537904613
18.39462847655649,87,78.13008237589969
24.053056633785374,37,63.655915431362935
23.690307063910545,75,76.50415906695703
24.998023713002915,70,80.31748987022078
24.97645785951734,18,54.97881340013433
21.88802193921839,85,86.09714006324602
23.382911906263573,42,67.70169931879705
24.613360109176995,100,92.53400269741987
23.94753173474188,41,62.601422781407315
19.731436712202385,38,57.69595036919788
21.153808947170653,34,53.045006693394456
18.904115906060465,17,47.71985880364475
24.678357190811056,37,59.231149047191785
22.24322244115616,25,63.25720950733096
19.60049963852424,76,74.17327864419912
22.701904790841,87,82.89477192421137
22.32689768320527,86,80.06654458309622
20.507139026229883,85,79.5964614417329
18.794903145397402,27,65.6782719537653
22.7010123691496,57,68.54051342101705
21.642153906326552,31,55.1185195140419
23.406228742149473,6,53.13594015510658
21.641144507783952,91,69.7407802413283
23.96527050222978,40,65.0781085372304
21.8633478714214,98,83.57745292924119
21.926565800747703,12,46.15031263071677
24.136575218608414,53,72.7026786138876
20.824380063486778,71,73.6591981684131
18.938106599154484,10,37.7136833815143
18.201478734193373,45,56.60912687506986
23.285960789715332,17,40.30179692169478
22.342166859474254,26,58.676946802036625
22.928558376694564,85,82.93076714423427
19.490749130562374,92,76.22248948750648
18.95460032910739,62,70.24608395334451
18.101812659675172,46,53.7096820860026
20.454112911646178,64,65.31235036430044
22.12942380798243,2,49.44126089149174
20.745708315698128,54,63.05151620402303
21.062324454166102,65,70.96150456398709
24.32911086145624,51,66.77668789661577
20.437788269163104,53,63.670690141499804
21.597926424118675,36,58.48139062916745
23.485571089188,26,55.04890152093471
20.775799476248892,29,58.04320794329929
22.354606901595115,21,52.08588584814439
24.036545961227215,11,53.32228872245067
24.646644365603493,40,61.932314831852175
19.029514366503264,11,39.563924107881626
24.48611337613046,36,68.34551229765238
21.44481405155677,59,71.83141178734517
19.807710718092707,39,70.81266320569961
21.21395029366783,99,79.8368761524101
24.86022802699834,54,70.38747119573786
21.448326657950087,98,84.29545458526108
20.301261272012557,55,71.30836071782572
22.43380598021708,24,53.98502770559746
19.681019331447352,22,46.56201392685755
18.531043296760647,69,75.8762984984178
18.902158053374546,56,63.49933951774332
18.896320872704408,33,60.2688025958755
19.06331885458606,36,61.08697462946433
18.971790208545873,20,50.61669588074354
22.486123213622502,83,79.31177933117327
19.273160590794014,99,80.7699686773038
20.419670983267043,81,76.8276395360705
24.27751886934208,62,78.24852377406364
21.317731481840106,98,80.79907687291023
22.67290416964719,73,76.95171315462223
19.20623909841141,26,47.85432977709965
19.346023131660694,66,64.64469659278188
18.28608031386535,73,70.98860139086031
