Temperature,Appliances,Power_Usage
35.32693085526847,6,275.1303915016386
15.497634867835684,3,189.68916982512695
30.36279174897843,3,228.00950061239536
21.79487325593814,9,286.633451671098
34.35518371228349,7,286.7261814151876
20.23099287014974,5,227.9345599573064
35.72813214307398,10,336.5592151362801
26.602060389016124,7,274.6698100613179
43.101899662102035,9,343.7693642595116
19.125628324379797,1,155.23535023596332
25.231990531507755,7,275.81750233541965
18.40420563721767,6,244.98990245852178
42.74080854835688,10,353.78807791847026
41.32018060142943,9,336.36194370389364
22.73824883145467,1,173.2749490322612
34.79952138102537,4,248.67108740249856
39.51666600603647,9,337.08438637845535
31.65602434798387,4,249.1910835637914
30.889517350680194,10,326.3390572392302
22.25556872701355,3,196.64743559484162
17.793083034176977,9,272.5861114453698
41.91647273859981,2,231.1365316467899
42.01254171489991,4,264.8657194228808
33.99304371819804,6,283.955398613084
25.17089373146102,2,190.3391778334717
25.476287238379825,8,284.80965785414406
36.77867036610718,8,311.8645614349042
41.913307798577314,1,225.72523586368368
41.61259272795352,3,261.6661439492519
38.396266375728715,10,343.33632207472016
34.26094938462863,9,318.2051762489805
17.524198949851467,5,224.031301759974
19.84886142283841,6,243.03161100522757
41.956625655812374,4,274.1251007682111
33.1928717897877,10,335.9018204010991
15.27591154849889,2,166.39331841731192
18.044146285980965,8,268.063639868414
34.905053073241675,6,282.8061505860187
15.15184751538656,5,216.98202969445325
19.82424154252496,9,287.0969740118489
31.462013680997583,1,198.9884076504397
35.7568559307808,5,270.2386177791804
34.55883778507801,6,283.3078894178826
21.728079283816793,5,232.5637476474902
36.36537664042608,6,280.0778511994809
22.117472624904003,6,246.02724999442663
24.76199094477803,7,272.9375221944868
37.394742153540726,4,249.40217702891564
34.48898697141644,8,308.06583397290564
40.47670231482534,7,304.22506172542654
34.7283867690103,9,321.9646910371998
32.04925810006415,7,291.5154045631969
17.810243034842774,3,190.48110292720645
26.031474091783004,3,210.31086797023826
22.956071030451763,8,270.5908968712298
22.319689301372506,5,234.53049108356734
44.190316642573364,4,273.7032125121388
26.792931740002814,8,297.79860296653436
41.7613966553134,6,292.8646004635185
33.93415877991789,2,215.93114858811438
38.84433910624945,4,258.35776618417736
30.079112793155765,4,243.08504838170677
32.30711653879077,6,270.29131368504216
29.77553081456592,6,265.8339346652665
20.857289633941335,1,170.18270663343603
36.67356345784516,8,312.61695426039466
23.423170873225672,6,246.32575911031154
15.729478992943616,3,185.29414744685056
34.364168877215036,9,326.2785809423364
20.31332038221147,2,175.65072445847335
43.21375753058743,8,328.6992421972029
43.617857310077625,10,355.5440392004982
42.44593170661346,3,257.0900624111579
26.10476100766333,5,232.64596799523946
15.463698495866023,6,225.86463700330714
42.84955687763176,10,359.009951569402
27.84552444951943,6,267.4414312699702
43.999644571310085,4,269.67036012291027
43.90859931267758,3,251.99550064822793
40.5902836640208,4,270.88149450725496
23.83346676208757,1,167.34359740313772
26.552931858057757,4,215.388299862044
40.534100145505704,1,218.53532261403092
24.50766015468833,1,173.75887926495776
20.084782400582775,10,295.10579191580337
31.704037873750504,6,272.80187692087304
43.08464322482343,5,283.9306116309146
35.88089390024919,4,246.88184159693932
32.10183510268095,3,218.85306576334793
17.915294813123054,1,164.15052367420836
33.45021680097509,6,276.87654789223103
44.7016155031279,2,241.2581594389228
19.202520457095723,8,277.2394861229776
30.5498895709121,10,321.0243000956495
41.32119215783867,5,270.67535453997294
37.22305853262613,7,294.59810598215915
35.910472229858044,10,339.54825049286757
36.07452251961328,2,221.40300354564667
25.784734536592655,8,283.25565605220004
23.8077553279348,2,191.2796653024085
39.28083466435541,4,251.9443895399363
39.30340184037542,1,220.47732762130485
41.01216955740311,5,277.11966800154494
42.397216576694134,9,346.57952059967596
30.340271965828133,1,192.56430664645885
30.045488840615988,9,312.39748819730886
38.948855369003255,8,320.2209748236691
34.498917923332954,6,278.485837608419
36.059006317731104,7,298.3611295936655
38.873780083083034,3,248.83021285836975
41.70016025452699,1,220.2330064848248
25.139854705546075,5,241.39465555180774
26.26748857919832,2,195.22004297655968
17.81945819522607,5,226.74923156531253
32.34840422988522,8,297.48904906441675
16.078268213902263,9,284.20037269930975
28.967940543973803,2,202.21906160671278
31.2793390412273,3,216.044472092478
23.596237563848533,3,204.6311159841753
32.724997817070324,1,193.4072362553014
15.915007498171484,8,263.99073649037234
16.12044566247643,6,227.03799425967912
39.67801681978975,8,316.9641248834005
25.805719242337886,9,290.06659445111706
18.811815379556542,5,219.76800685264595
30.667297801644132,3,209.54884787096555
38.09980659295832,5,262.3300023649672
21.474630824905297,5,232.48865034298473
33.68671427457001,5,263.1457864796792
17.56042394981304,3,191.0283476834574
16.55045163505823,10,286.54124837199953
30.94063894704444,4,237.1130405869012
31.219053648303195,9,313.02962142530515
34.1228970449462,10,329.51541916640275
36.78274001167985,9,334.47384153803534
44.275562383876036,2,245.07571741256845
30.48901044903586,8,295.11770525344133
24.688694188237378,8,281.8561646655661
38.85558584306111,7,303.18087864739056
23.124967537862226,8,267.6037445025341
28.169142621169083,3,214.18696964031975
17.35369144026798,6,229.97430736068097
15.760522302463725,1,149.39320570668474
43.87945244033775,7,313.2931296364146
40.079403615366175,1,224.18694167266304
35.87922618281094,9,327.90227976336246
27.268588332428095,1,180.31557588215625
20.19882960212537,1,168.35998791209423
19.69311128013258,7,261.22955538326147
22.50728694493786,2,190.8913857769085
31.476799941183614,5,253.99015170255993
36.437877681001865,8,307.86001031397683
34.80592130153194,8,310.5059198218978
23.398016908378285,3,205.46246919805446
43.64595841989582,7,318.59086214987815
37.13690750087305,3,241.01812776059248
31.63062157534202,6,274.32431751495176
33.35162238703057,6,270.70287990977357
27.588001872833697,3,220.55697501025585
22.431929685034724,7,262.0678222360488
25.679180359537845,3,219.57425526197096
37.735383313931074,8,310.8925191943798
15.431804658892677,10,297.25933066305794
18.482179215207488,4,207.19500195533195
16.380079260652582,1,152.69310813355924
16.221864069569104,4,198.13523100365117
40.66381752033021,7,305.0578072598539
36.109735781400715,4,252.39516918551138
29.225214872619755,6,265.6772146217269
17.935024819530042,9,276.96906202913226
29.74847625350497,1,189.2494176724575
29.204153123416972,5,258.7217346016017
20.196056097300456,7,264.1278560937547
28.01554947713919,1,187.22049204121814
26.955142031921206,4,227.57787247064402
33.47550294156649,6,274.28891398750756
34.052809526029314,2,218.19961367872537
16.359120293161336,10,285.7838379069113
26.238378438794136,5,239.30906340986863
33.77579747142709,10,326.09657330917975
30.094087757402633,1,192.231335006533
40.69469523564967,6,294.97271778763786
34.760808948568354,6,274.48609005992404
19.88803281244289,4,217.59001584755737
17.117062422012896,8,256.6638277400205
34.27257834618947,4,238.35957146442456
15.795339316248654,8,260.6106073834215
32.5732674382039,8,306.6686601085705
43.20690724274873,5,291.4369065641612
32.26422533627637,4,238.3661420263462
26.645097786195656,2,202.00614863264562
34.29864655327059,3,230.55407403567295
28.7475867147455,3,216.00583028715965
31.36850367947805,4,242.8395588861285
43.24394426329576,4,271.3714750503065
26.58307913402323,10,308.5757370501368
43.83571691471742,5,291.97199403542305
42.160519258681916,4,272.30175491744205
20.873734043678894,10,299.0565216016496
17.080839026254964,8,264.6811152328245
18.0233400413228,6,237.52850103472068
15.546654769546493,6,230.17000575298576
17.83328882267785,8,261.83169628746754
35.490203202490704,7,290.3673911665365
17.13565945380687,10,292.71137827955994
24.569268908812838,10,317.2868173683289
40.34625932908364,8,323.58364909568127
15.698158072074776,2,167.39232351975642
39.43405447766807,9,337.4436297474119
23.455643243201997,1,159.3963950048546
18.544944828649687,8,272.1061905734847
35.90211496092452,4,241.0567185084208
33.86828540339652,4,242.85850880147564
41.32416040581159,5,272.71205154139824
37.05213131411657,8,306.1569209066869
39.10442791154546,5,278.56520371575624
23.461037177139197,8,276.31408693628856
20.323186313391684,10,302.54048519213273
37.51844254922575,1,208.56150347866847
39.20504217801792,10,350.3978095811604
44.7151542600202,9,347.17199510535175
27.378530307342793,6,252.03136464741414
26.160542573783495,3,215.38269053169444
38.29238882225991,8,313.2621891398432
25.224106207590538,9,290.2773560256776
42.922719768106944,6,295.1662236154378
40.75238255529035,7,314.3847553413974
27.86982082125055,1,188.92566076369383
37.52613203374492,5,267.072069412323
37.63628622254047,5,267.344427034759
18.093716065077977,10,293.62611490660805
42.076587200386996,4,275.57520791877164
30.157571173435713,6,267.30360519474704
39.79372398323225,7,306.634518194036
24.601488030918354,9,301.6551373474551
41.86569685488601,1,220.8581879323476
26.676050362024895,6,255.39491517595874
15.32512954440895,7,242.3310746155975
42.16145929257791,3,250.04564193437446
17.738600303584008,8,264.1603895764108
24.579409127712445,5,240.086670537466
43.50185901152415,9,344.0143769578469
43.51821440812668,5,287.4587364063946
32.203136643698585,9,315.1042587087036
33.95511636509398,10,335.2809668643154
28.453365659349593,4,221.14241072571346
23.796323150941937,9,299.07244625086724
24.85993636109748,5,238.88228328223366
35.175553682311154,10,342.9289347550761
37.5712358831304,9,314.4468128168575
38.74737131177545,3,252.31030180334227
38.68854428383662,4,256.0234125688157
17.73618309146071,9,284.88137181233935
29.832609141077445,10,319.381993217066
16.72676280049933,6,234.88077652656116
31.485866469712064,2,203.44758835841188
28.24591504120131,7,272.49594279952424
41.63112548274899,2,243.64797047620638
25.52745037656236,2,192.86521393758917
18.512010492828175,1,162.36719059796906
19.289750461585076,3,197.57471480740645
37.84531895152416,6,287.09170681867346
33.546541899487835,8,304.61844927443747
18.033680283683708,9,281.9090057215404
17.523204183449923,7,260.8250883848162
36.0290739437736,4,249.78459087426606
17.182890190925807,6,233.96272071088936
39.65580177871068,5,279.39277642681475
36.18726681469489,8,315.9957967015271
17.440463419256993,1,164.53631007594439
17.54513142255576,1,162.05647966653532
44.59918735503526,6,295.78294382393574
26.22812387268361,10,323.7374673432145
26.11926441200673,2,189.56643406492338
39.383987017725076,5,274.97314487050784
43.41745732151576,1,219.7722640536926
44.58003191468613,7,316.12938805375035
37.60134555776825,1,210.64717594593802
26.287787565927474,4,227.32625499207006
17.505021500960062,9,280.87215752357656
38.3144074778231,1,218.854575039851
31.752127492074152,4,241.64799023775527
27.726660277409287,6,258.09586751706996
42.19063155284208,6,300.29701472354697
18.33592446918454,8,271.78716361758455
29.778753128725775,1,183.30884374612947
15.340609343022573,7,246.33852370680572
29.05981925982379,1,191.15541186111398
16.68909827045512,7,245.23492815933784
18.564537488042156,3,198.28987778666348
18.525787403313146,8,265.56419057312024
34.47630906348191,3,231.81865492606246
37.3813463779627,1,207.5880068234874
32.50106295291479,8,301.33055262019434
43.86517645423626,3,249.18156570111464
26.246117385711123,2,188.41503905130634
23.57136258845582,1,181.90093178726443
41.057973845683804,3,243.4101278726179
21.70787515558358,2,179.31272614167742
43.89667618321834,2,228.97473989002728
15.36463424069449,6,225.21677686328871
44.09636480122917,1,218.62546303603546
16.294797358517283,2,178.94706919697504
41.73429341094213,6,299.3848189740685
30.831033272588996,3,218.6368314555839
44.78894388357901,4,283.23453873566905
17.213896942061965,1,162.9435697901129
31.615628532039622,8,297.41491441255596
44.079076068572974,7,302.7006615970646
30.692935325104465,7,293.1870511757149
33.88195914405787,3,222.75703552632672
35.87246066953851,10,331.4541579390618
28.636231943033195,10,326.70343201763114
33.8267424025219,3,241.76561803800112
32.529429357693004,2,218.2449374867851
42.034740314729675,1,222.90639638708598
16.363391410243736,7,248.88225023393576
23.42889568776691,7,267.8393170133188
43.51234452229676,2,242.5755042546757
41.70791351672749,7,310.6757409116656
28.669702583571386,8,292.1952619786879
33.6039779340461,1,198.69697919561764
23.32143548943398,9,289.53376577925155
20.64363479171284,7,255.2057115949482
28.910952148199463,3,208.81259629952174
25.600566840781585,8,283.50971896798023
32.509683355526164,7,281.3312528530608
17.332039108949544,8,257.812151186295
44.23184422998499,6,301.47908133072985
44.586322334388086,9,353.4258172676932
